District,Year,Crime_Type,Total,Source
Shamli,2019,Crimes Against SCs,23,NCRB
Shrawasti,2019,Crimes Against SCs,120,NCRB
Sidharthnagar,2019,Crimes Against SCs,0,NCRB
Sitapur,2019,Crimes Against SCs,539,NCRB
Sonbhadra,2019,Crimes Against SCs,79,NCRB
Bhadohi,2019,Crimes Against SCs,72,NCRB
Sultanpur,2019,Crimes Against SCs,316,NCRB
Unnao,2019,Crimes Against SCs,311,NCRB
Varanasi,2019,Crimes Against SCs,255,NCRB
Agra,2019,Crimes Against STs,0,NCRB
Aligarh,2019,Crimes Against STs,0,NCRB
Prayagraj,2019,Crimes Against STs,0,NCRB
Ambedkar Nagar,2019,Crimes Against STs,0,NCRB
Amethi,2019,Crimes Against STs,0,NCRB
Amroha,2019,Crimes Against STs,0,NCRB
Auraiya,2019,Crimes Against STs,0,NCRB
Azamgarh,2019,Crimes Against STs,0,NCRB
Badaun,2019,Crimes Against STs,1,NCRB
Baghpat,2019,Crimes Against STs,0,NCRB
Bahraich,2019,Crimes Against STs,0,NCRB
Ballia,2019,Crimes Against STs,7,NCRB
Balrampur,2019,Crimes Against STs,0,NCRB
Banda,2019,Crimes Against STs,0,NCRB
Barabanki,2019,Crimes Against STs,0,NCRB
Bareilly,2019,Crimes Against STs,0,NCRB
Basti,2019,Crimes Against STs,128,NCRB
Bijnor,2019,Crimes Against STs,0,NCRB
Bulandshahar,2019,Crimes Against STs,0,NCRB
Chandoli,2019,Crimes Against STs,0,NCRB
Chitrakoot,2019,Crimes Against STs,0,NCRB
Deoria,2019,Crimes Against STs,0,NCRB
Etah,2019,Crimes Against STs,0,NCRB
Etawah,2019,Crimes Against STs,0,NCRB
Ayodhya,2019,Crimes Against STs,0,NCRB
Fatehgarh,2019,Crimes Against STs,79,NCRB
Fatehpur,2019,Crimes Against STs,0,NCRB
Firozabad,2019,Crimes Against STs,0,NCRB
Gautambudh Nagar,2019,Crimes Against STs,0,NCRB
Ghaziabad,2019,Crimes Against STs,0,NCRB
Ghazipur,2019,Crimes Against STs,0,NCRB
Gonda,2019,Crimes Against STs,0,NCRB
Gorakhpur,2019,Crimes Against STs,0,NCRB
Hamirpur,2019,Crimes Against STs,0,NCRB
Hapur,2019,Crimes Against STs,0,NCRB
Hardoi,2019,Crimes Against STs,148,NCRB
Hathras,2019,Crimes Against STs,0,NCRB
Jalaun,2019,Crimes Against STs,0,NCRB
Jaunpur,2019,Crimes Against STs,330,NCRB
Jhansi,2019,Crimes Against STs,0,NCRB
Kannauj,2019,Crimes Against STs,0,NCRB
Kanpur Dehat,2019,Crimes Against STs,0,NCRB
Kanpur Nagar,2019,Crimes Against STs,0,NCRB
Kasganj,2019,Crimes Against STs,0,NCRB
Kaushambi,2019,Crimes Against STs,0,NCRB
Khiri,2019,Crimes Against STs,0,NCRB
Kushi Nagar,2019,Crimes Against STs,0,NCRB
Lalitpur,2019,Crimes Against STs,0,NCRB
Lucknow,2019,Crimes Against STs,0,NCRB
Maharajganj,2019,Crimes Against STs,0,NCRB
Mahoba,2019,Crimes Against STs,0,NCRB
Mainpuri,2019,Crimes Against STs,0,NCRB
Mathura,2019,Crimes Against STs,0,NCRB
Mau,2019,Crimes Against STs,0,NCRB
Meerut,2019,Crimes Against STs,0,NCRB
Mirzapur,2019,Crimes Against STs,0,NCRB
Moradabad,2019,Crimes Against STs,0,NCRB
Muzaffarnagar,2019,Crimes Against STs,0,NCRB
Pilibhit,2019,Crimes Against STs,0,NCRB
Pratapgarh,2019,Crimes Against STs,0,NCRB
Raibareilly,2019,Crimes Against STs,0,NCRB
Rampur,2019,Crimes Against STs,0,NCRB
Saharanpur,2019,Crimes Against STs,0,NCRB
Sambhal,2019,Crimes Against STs,0,NCRB
Sant Kabirnagar,2019,Crimes Against STs,0,NCRB
Shahjahanpur,2019,Crimes Against STs,0,NCRB
Shamli,2019,Crimes Against STs,0,NCRB
Shrawasti,2019,Crimes Against STs,0,NCRB
Sidharthnagar,2019,Crimes Against STs,0,NCRB
Sitapur,2019,Crimes Against STs,0,NCRB
Sonbhadra,2019,Crimes Against STs,27,NCRB
Bhadohi,2019,Crimes Against STs,0,NCRB
Sultanpur,2019,Crimes Against STs,0,NCRB
Unnao,2019,Crimes Against STs,0,NCRB
Varanasi,2019,Crimes Against STs,0,NCRB
Agra,2019,Cyber Crimes,151,NCRB
Aligarh,2019,Cyber Crimes,155,NCRB
Prayagraj,2019,Cyber Crimes,628,NCRB
Ambedkar Nagar,2019,Cyber Crimes,118,NCRB
Amethi,2019,Cyber Crimes,97,NCRB
Amroha,2019,Cyber Crimes,26,NCRB
Auraiya,2019,Cyber Crimes,53,NCRB
Azamgarh,2019,Cyber Crimes,71,NCRB
Badaun,2019,Cyber Crimes,28,NCRB
Baghpat,2019,Cyber Crimes,35,NCRB
Bahraich,2019,Cyber Crimes,62,NCRB
Ballia,2019,Cyber Crimes,51,NCRB
Balrampur,2019,Cyber Crimes,62,NCRB
Banda,2019,Cyber Crimes,28,NCRB
Barabanki,2019,Cyber Crimes,74,NCRB
Bareilly,2019,Cyber Crimes,278,NCRB
Basti,2019,Cyber Crimes,81,NCRB
Bijnor,2019,Cyber Crimes,82,NCRB
Bulandshahar,2019,Cyber Crimes,126,NCRB
Chandoli,2019,Cyber Crimes,28,NCRB
Chitrakoot,2019,Cyber Crimes,37,NCRB
Deoria,2019,Cyber Crimes,57,NCRB
Etah,2019,Cyber Crimes,27,NCRB
Etawah,2019,Cyber Crimes,29,NCRB
Ayodhya,2019,Cyber Crimes,43,NCRB
Fatehgarh,2019,Cyber Crimes,37,NCRB
Fatehpur,2019,Cyber Crimes,48,NCRB
Firozabad,2019,Cyber Crimes,88,NCRB
Gautambudh Nagar,2019,Cyber Crimes,2474,NCRB
Ghaziabad,2019,Cyber Crimes,544,NCRB
Ghazipur,2019,Cyber Crimes,71,NCRB
Gonda,2019,Cyber Crimes,56,NCRB
Gorakhpur,2019,Cyber Crimes,576,NCRB
Hamirpur,2019,Cyber Crimes,29,NCRB
Hapur,2019,Cyber Crimes,18,NCRB
Hardoi,2019,Cyber Crimes,47,NCRB
Hathras,2019,Cyber Crimes,25,NCRB
Jalaun,2019,Cyber Crimes,81,NCRB
Jaunpur,2019,Cyber Crimes,183,NCRB
Jhansi,2019,Cyber Crimes,89,NCRB
Kannauj,2019,Cyber Crimes,46,NCRB
Kanpur Dehat,2019,Cyber Crimes,41,NCRB
Kanpur Nagar,2019,Cyber Crimes,393,NCRB
Kasganj,2019,Cyber Crimes,49,NCRB
Kaushambi,2019,Cyber Crimes,42,NCRB
Khiri,2019,Cyber Crimes,79,NCRB
Kushi Nagar,2019,Cyber Crimes,80,NCRB
Lalitpur,2019,Cyber Crimes,16,NCRB
Lucknow,2019,Cyber Crimes,1313,NCRB
Maharajganj,2019,Cyber Crimes,61,NCRB
Mahoba,2019,Cyber Crimes,16,NCRB
Mainpuri,2019,Cyber Crimes,26,NCRB
Mathura,2019,Cyber Crimes,197,NCRB
Mau,2019,Cyber Crimes,60,NCRB
Meerut,2019,Cyber Crimes,131,NCRB
Mirzapur,2019,Cyber Crimes,85,NCRB
Moradabad,2019,Cyber Crimes,143,NCRB
Muzaffarnagar,2019,Cyber Crimes,75,NCRB
Pilibhit,2019,Cyber Crimes,36,NCRB
Pratapgarh,2019,Cyber Crimes,42,NCRB
Raibareilly,2019,Cyber Crimes,78,NCRB
Rampur,2019,Cyber Crimes,130,NCRB
Saharanpur,2019,Cyber Crimes,121,NCRB
Sambhal,2019,Cyber Crimes,87,NCRB
Sant Kabirnagar,2019,Cyber Crimes,29,NCRB
Shahjahanpur,2019,Cyber Crimes,75,NCRB
Shamli,2019,Cyber Crimes,31,NCRB
Shrawasti,2019,Cyber Crimes,16,NCRB
Sidharthnagar,2019,Cyber Crimes,32,NCRB
Sitapur,2019,Cyber Crimes,51,NCRB
Sonbhadra,2019,Cyber Crimes,65,NCRB
Bhadohi,2019,Cyber Crimes,26,NCRB
Sultanpur,2019,Cyber Crimes,77,NCRB
Unnao,2019,Cyber Crimes,87,NCRB
Varanasi,2019,Cyber Crimes,780,NCRB
Agra,2019,Juvenile IPC,0,NCRB
Aligarh,2019,Juvenile IPC,0,NCRB
Prayagraj,2019,Juvenile IPC,48,NCRB
Ambedkar Nagar,2019,Juvenile IPC,0,NCRB
Amethi,2019,Juvenile IPC,4,NCRB
Amroha,2019,Juvenile IPC,0,NCRB
Auraiya,2019,Juvenile IPC,10,NCRB
Azamgarh,2019,Juvenile IPC,53,NCRB
Badaun,2019,Juvenile IPC,20,NCRB
Baghpat,2019,Juvenile IPC,0,NCRB
Bahraich,2019,Juvenile IPC,0,NCRB
Ballia,2019,Juvenile IPC,0,NCRB
Balrampur,2019,Juvenile IPC,0,NCRB
Banda,2019,Juvenile IPC,0,NCRB
Barabanki,2019,Juvenile IPC,38,NCRB
Bareilly,2019,Juvenile IPC,32,NCRB
Basti,2019,Juvenile IPC,0,NCRB
Bijnor,2019,Juvenile IPC,0,NCRB
Bulandshahar,2019,Juvenile IPC,41,NCRB
Chandoli,2019,Juvenile IPC,18,NCRB
Chitrakoot,2019,Juvenile IPC,0,NCRB
Deoria,2019,Juvenile IPC,0,NCRB
Etah,2019,Juvenile IPC,0,NCRB
Etawah,2019,Juvenile IPC,103,NCRB
Ayodhya,2019,Juvenile IPC,0,NCRB
Fatehgarh,2019,Juvenile IPC,0,NCRB
Fatehpur,2019,Juvenile IPC,35,NCRB
Firozabad,2019,Juvenile IPC,26,NCRB
Gautambudh Nagar,2019,Juvenile IPC,6,NCRB
Ghaziabad,2019,Juvenile IPC,0,NCRB
Ghazipur,2019,Juvenile IPC,75,NCRB
Gonda,2019,Juvenile IPC,0,NCRB
Gorakhpur,2019,Juvenile IPC,0,NCRB
Hamirpur,2019,Juvenile IPC,8,NCRB
Hapur,2019,Juvenile IPC,23,NCRB
Hardoi,2019,Juvenile IPC,0,NCRB
Hathras,2019,Juvenile IPC,0,NCRB
Jalaun,2019,Juvenile IPC,8,NCRB
Jaunpur,2019,Juvenile IPC,0,NCRB
Jhansi,2019,Juvenile IPC,0,NCRB
Kannauj,2019,Juvenile IPC,26,NCRB
Kanpur Dehat,2019,Juvenile IPC,0,NCRB
Kanpur Nagar,2019,Juvenile IPC,9,NCRB
Kasganj,2019,Juvenile IPC,0,NCRB
Kaushambi,2019,Juvenile IPC,0,NCRB
Khiri,2019,Juvenile IPC,1,NCRB
Kushi Nagar,2019,Juvenile IPC,0,NCRB
Lalitpur,2019,Juvenile IPC,0,NCRB
Lucknow,2019,Juvenile IPC,60,NCRB
Maharajganj,2019,Juvenile IPC,13,NCRB
Mahoba,2019,Juvenile IPC,4,NCRB
Mainpuri,2019,Juvenile IPC,0,NCRB
Mathura,2019,Juvenile IPC,0,NCRB
Mau,2019,Juvenile IPC,0,NCRB
Meerut,2019,Juvenile IPC,0,NCRB
Mirzapur,2019,Juvenile IPC,23,NCRB
Moradabad,2019,Juvenile IPC,4,NCRB
Muzaffarnagar,2019,Juvenile IPC,35,NCRB
Pilibhit,2019,Juvenile IPC,0,NCRB
Pratapgarh,2019,Juvenile IPC,0,NCRB
Raibareilly,2019,Juvenile IPC,0,NCRB
Rampur,2019,Juvenile IPC,17,NCRB
Saharanpur,2019,Juvenile IPC,4,NCRB
Sambhal,2019,Juvenile IPC,0,NCRB
Sant Kabirnagar,2019,Juvenile IPC,0,NCRB
Shahjahanpur,2019,Juvenile IPC,0,NCRB
Shamli,2019,Juvenile IPC,4,NCRB
Shrawasti,2019,Juvenile IPC,2,NCRB
Sidharthnagar,2019,Juvenile IPC,0,NCRB
Sitapur,2019,Juvenile IPC,0,NCRB
Sonbhadra,2019,Juvenile IPC,0,NCRB
Bhadohi,2019,Juvenile IPC,0,NCRB
Sultanpur,2019,Juvenile IPC,0,NCRB
Unnao,2019,Juvenile IPC,18,NCRB
Varanasi,2019,Juvenile IPC,35,NCRB
Agra,2019,Juvenile SLL,0,NCRB
Aligarh,2019,Juvenile SLL,0,NCRB
Prayagraj,2019,Juvenile SLL,0,NCRB
Ambedkar Nagar,2019,Juvenile SLL,0,NCRB
Amethi,2019,Juvenile SLL,0,NCRB
Amroha,2019,Juvenile SLL,0,NCRB
Auraiya,2019,Juvenile SLL,1,NCRB
Azamgarh,2019,Juvenile SLL,1,NCRB
Badaun,2019,Juvenile SLL,7,NCRB
Baghpat,2019,Juvenile SLL,0,NCRB
Bahraich,2019,Juvenile SLL,1,NCRB
Ballia,2019,Juvenile SLL,0,NCRB
Balrampur,2019,Juvenile SLL,0,NCRB
Banda,2019,Juvenile SLL,0,NCRB
Barabanki,2019,Juvenile SLL,14,NCRB
Bareilly,2019,Juvenile SLL,5,NCRB
Basti,2019,Juvenile SLL,0,NCRB
Bijnor,2019,Juvenile SLL,0,NCRB
Bulandshahar,2019,Juvenile SLL,6,NCRB
Chandoli,2019,Juvenile SLL,3,NCRB
Chitrakoot,2019,Juvenile SLL,0,NCRB
Deoria,2019,Juvenile SLL,0,NCRB
Etah,2019,Juvenile SLL,0,NCRB
Etawah,2019,Juvenile SLL,33,NCRB
Ayodhya,2019,Juvenile SLL,0,NCRB
Fatehgarh,2019,Juvenile SLL,0,NCRB
Fatehpur,2019,Juvenile SLL,4,NCRB
Firozabad,2019,Juvenile SLL,2,NCRB
Gautambudh Nagar,2019,Juvenile SLL,0,NCRB
Ghaziabad,2019,Juvenile SLL,0,NCRB
Ghazipur,2019,Juvenile SLL,7,NCRB
Gonda,2019,Juvenile SLL,0,NCRB
Gorakhpur,2019,Juvenile SLL,0,NCRB
Hamirpur,2019,Juvenile SLL,0,NCRB
Hapur,2019,Juvenile SLL,4,NCRB
Hardoi,2019,Juvenile SLL,0,NCRB
Hathras,2019,Juvenile SLL,0,NCRB
Jalaun,2019,Juvenile SLL,0,NCRB
Jaunpur,2019,Juvenile SLL,0,NCRB
Jhansi,2019,Juvenile SLL,0,NCRB
Kannauj,2019,Juvenile SLL,0,NCRB
Kanpur Dehat,2019,Juvenile SLL,0,NCRB
Kanpur Nagar,2019,Juvenile SLL,2,NCRB
Kasganj,2019,Juvenile SLL,0,NCRB
Kaushambi,2019,Juvenile SLL,0,NCRB
Khiri,2019,Juvenile SLL,0,NCRB
Kushi Nagar,2019,Juvenile SLL,0,NCRB
Lalitpur,2019,Juvenile SLL,0,NCRB
Lucknow,2019,Juvenile SLL,4,NCRB
Maharajganj,2019,Juvenile SLL,20,NCRB
Mahoba,2019,Juvenile SLL,0,NCRB
Mainpuri,2019,Juvenile SLL,0,NCRB
Mathura,2019,Juvenile SLL,0,NCRB
Mau,2019,Juvenile SLL,0,NCRB
Meerut,2019,Juvenile SLL,0,NCRB
Mirzapur,2019,Juvenile SLL,15,NCRB
Moradabad,2019,Juvenile SLL,0,NCRB
Muzaffarnagar,2019,Juvenile SLL,8,NCRB
Pilibhit,2019,Juvenile SLL,0,NCRB
Pratapgarh,2019,Juvenile SLL,0,NCRB
Raibareilly,2019,Juvenile SLL,0,NCRB
Rampur,2019,Juvenile SLL,0,NCRB
Saharanpur,2019,Juvenile SLL,6,NCRB
Sambhal,2019,Juvenile SLL,0,NCRB
Sant Kabirnagar,2019,Juvenile SLL,0,NCRB
Shahjahanpur,2019,Juvenile SLL,0,NCRB
Shamli,2019,Juvenile SLL,2,NCRB
Shrawasti,2019,Juvenile SLL,5,NCRB
Sidharthnagar,2019,Juvenile SLL,0,NCRB
Sitapur,2019,Juvenile SLL,0,NCRB
Sonbhadra,2019,Juvenile SLL,0,NCRB
Bhadohi,2019,Juvenile SLL,0,NCRB
Sultanpur,2019,Juvenile SLL,0,NCRB
Unnao,2019,Juvenile SLL,0,NCRB
Varanasi,2019,Juvenile SLL,7,NCRB
Agra,2020,Crimes Against Children,323,NCRB
Aligarh,2020,Crimes Against Children,525,NCRB
Prayagraj,2020,Crimes Against Children,357,NCRB
Ambedkar Nagar,2020,Crimes Against Children,130,NCRB
Amethi,2020,Crimes Against Children,84,NCRB
Amroha,2020,Crimes Against Children,60,NCRB
Auraiya,2020,Crimes Against Children,126,NCRB
Azamgarh,2020,Crimes Against Children,152,NCRB
Badaun,2020,Crimes Against Children,176,NCRB
Baghpat,2020,Crimes Against Children,163,NCRB
Bahraich,2020,Crimes Against Children,133,NCRB
Ballia,2020,Crimes Against Children,97,NCRB
Balrampur,2020,Crimes Against Children,127,NCRB
Banda,2020,Crimes Against Children,231,NCRB
Barabanki,2020,Crimes Against Children,361,NCRB
Bareilly,2020,Crimes Against Children,211,NCRB
Basti,2020,Crimes Against Children,220,NCRB
Bijnor,2020,Crimes Against Children,114,NCRB
Bulandshahar,2020,Crimes Against Children,341,NCRB
Chandoli,2020,Crimes Against Children,63,NCRB
Chitrakoot,2020,Crimes Against Children,112,NCRB
Deoria,2020,Crimes Against Children,38,NCRB
Etah,2020,Crimes Against Children,60,NCRB
Etawah,2020,Crimes Against Children,82,NCRB
Ayodhya,2020,Crimes Against Children,234,NCRB
Fatehgarh,2020,Crimes Against Children,178,NCRB
Fatehpur,2020,Crimes Against Children,270,NCRB
Firozabad,2020,Crimes Against Children,377,NCRB
Gautambudh Nagar,2020,Crimes Against Children,144,NCRB
Ghaziabad,2020,Crimes Against Children,231,NCRB
Ghazipur,2020,Crimes Against Children,228,NCRB
Gonda,2020,Crimes Against Children,189,NCRB
Gorakhpur,2020,Crimes Against Children,16,NCRB
Hamirpur,2020,Crimes Against Children,165,NCRB
Hapur,2020,Crimes Against Children,82,NCRB
Hardoi,2020,Crimes Against Children,154,NCRB
Hathras,2020,Crimes Against Children,160,NCRB
Jalaun,2020,Crimes Against Children,92,NCRB
Jaunpur,2020,Crimes Against Children,273,NCRB
Jhansi,2020,Crimes Against Children,148,NCRB
Kannauj,2020,Crimes Against Children,187,NCRB
Kanpur Dehat,2020,Crimes Against Children,197,NCRB
Kanpur Nagar,2020,Crimes Against Children,318,NCRB
Kasganj,2020,Crimes Against Children,259,NCRB
Kaushambi,2020,Crimes Against Children,289,NCRB
Khiri,2020,Crimes Against Children,237,NCRB
Kushi Nagar,2020,Crimes Against Children,245,NCRB
Lalitpur,2020,Crimes Against Children,32,NCRB
Lucknow Commissionarate,2020,Crimes Against Children,604,NCRB
Maharajganj,2020,Crimes Against Children,260,NCRB
Mahoba,2020,Crimes Against Children,102,NCRB
Mainpuri,2020,Crimes Against Children,131,NCRB
Mathura,2020,Crimes Against Children,182,NCRB
Mau,2020,Crimes Against Children,189,NCRB
Meerut,2020,Crimes Against Children,287,NCRB
Mirzapur,2020,Crimes Against Children,139,NCRB
Moradabad,2020,Crimes Against Children,253,NCRB
Muzaffarnagar,2020,Crimes Against Children,134,NCRB
Pilibhit,2020,Crimes Against Children,257,NCRB
Pratapgarh,2020,Crimes Against Children,590,NCRB
Raibareilly,2020,Crimes Against Children,426,NCRB
Rampur,2020,Crimes Against Children,114,NCRB
Saharanpur,2020,Crimes Against Children,132,NCRB
Sambhal,2020,Crimes Against Children,149,NCRB
Sant Kabirnagar,2020,Crimes Against Children,186,NCRB
Shahjahanpur,2020,Crimes Against Children,163,NCRB
Shamli,2020,Crimes Against Children,67,NCRB
Shrawasti,2020,Crimes Against Children,84,NCRB
Sidharthnagar,2020,Crimes Against Children,161,NCRB
Sitapur,2020,Crimes Against Children,478,NCRB
Sonbhadra,2020,Crimes Against Children,142,NCRB
Bhadohi,2020,Crimes Against Children,50,NCRB
Sultanpur,2020,Crimes Against Children,199,NCRB
Unnao,2020,Crimes Against Children,330,NCRB
Varanasi,2020,Crimes Against Children,422,NCRB
Lucknow Grameen,2020,Crimes Against Children,34,NCRB
Agra,2020,Crimes Against SCs,144,NCRB
Aligarh,2020,Crimes Against SCs,171,NCRB
Prayagraj,2020,Crimes Against SCs,562,NCRB
Ambedkar Nagar,2020,Crimes Against SCs,13,NCRB
Amethi,2020,Crimes Against SCs,290,NCRB
Amroha,2020,Crimes Against SCs,72,NCRB
Auraiya,2020,Crimes Against SCs,150,NCRB
Azamgarh,2020,Crimes Against SCs,237,NCRB
Badaun,2020,Crimes Against SCs,95,NCRB
Baghpat,2020,Crimes Against SCs,47,NCRB
Bahraich,2020,Crimes Against SCs,352,NCRB
Ballia,2020,Crimes Against SCs,92,NCRB
Balrampur,2020,Crimes Against SCs,163,NCRB
Banda,2020,Crimes Against SCs,189,NCRB
Barabanki,2020,Crimes Against SCs,232,NCRB
Bareilly,2020,Crimes Against SCs,158,NCRB
Basti,2020,Crimes Against SCs,156,NCRB
Bijnor,2020,Crimes Against SCs,86,NCRB
Bulandshahar,2020,Crimes Against SCs,164,NCRB
Chandoli,2020,Crimes Against SCs,136,NCRB
Chitrakoot,2020,Crimes Against SCs,102,NCRB
Deoria,2020,Crimes Against SCs,124,NCRB
Etah,2020,Crimes Against SCs,168,NCRB
Etawah,2020,Crimes Against SCs,95,NCRB
Ayodhya,2020,Crimes Against SCs,215,NCRB
Fatehgarh,2020,Crimes Against SCs,88,NCRB
Fatehpur,2020,Crimes Against SCs,149,NCRB
Firozabad,2020,Crimes Against SCs,144,NCRB
Gautambudh Nagar,2020,Crimes Against SCs,60,NCRB
Ghaziabad,2020,Crimes Against SCs,58,NCRB
Ghazipur,2020,Crimes Against SCs,252,NCRB
Gonda,2020,Crimes Against SCs,282,NCRB
Gorakhpur,2020,Crimes Against SCs,316,NCRB
Hamirpur,2020,Crimes Against SCs,142,NCRB
Hapur,2020,Crimes Against SCs,44,NCRB
Hardoi,2020,Crimes Against SCs,197,NCRB
Hathras,2020,Crimes Against SCs,66,NCRB
Jalaun,2020,Crimes Against SCs,135,NCRB
Jaunpur,2020,Crimes Against SCs,253,NCRB
Jhansi,2020,Crimes Against SCs,196,NCRB
Kannauj,2020,Crimes Against SCs,95,NCRB
Kanpur Dehat,2020,Crimes Against SCs,172,NCRB
Kanpur Nagar,2020,Crimes Against SCs,239,NCRB
Kasganj,2020,Crimes Against SCs,119,NCRB
Kaushambi,2020,Crimes Against SCs,154,NCRB
Khiri,2020,Crimes Against SCs,279,NCRB
Kushi Nagar,2020,Crimes Against SCs,222,NCRB
Lalitpur,2020,Crimes Against SCs,106,NCRB
Lucknow Commissionarate,2020,Crimes Against SCs,295,NCRB
Maharajganj,2020,Crimes Against SCs,127,NCRB
Mahoba,2020,Crimes Against SCs,103,NCRB
Mainpuri,2020,Crimes Against SCs,154,NCRB
Mathura,2020,Crimes Against SCs,187,NCRB
Mau,2020,Crimes Against SCs,128,NCRB
Meerut,2020,Crimes Against SCs,133,NCRB
Mirzapur,2020,Crimes Against SCs,113,NCRB
Moradabad,2020,Crimes Against SCs,82,NCRB
Muzaffarnagar,2020,Crimes Against SCs,59,NCRB
Pilibhit,2020,Crimes Against SCs,131,NCRB
Pratapgarh,2020,Crimes Against SCs,540,NCRB
Raibareilly,2020,Crimes Against SCs,156,NCRB
Rampur,2020,Crimes Against SCs,64,NCRB
Saharanpur,2020,Crimes Against SCs,118,NCRB
Sambhal,2020,Crimes Against SCs,55,NCRB
Sant Kabirnagar,2020,Crimes Against SCs,142,NCRB
Shahjahanpur,2020,Crimes Against SCs,171,NCRB
Shamli,2020,Crimes Against SCs,17,NCRB
Shrawasti,2020,Crimes Against SCs,89,NCRB
Sidharthnagar,2020,Crimes Against SCs,116,NCRB
Sitapur,2020,Crimes Against SCs,359,NCRB
Sonbhadra,2020,Crimes Against SCs,128,NCRB
Bhadohi,2020,Crimes Against SCs,118,NCRB
Sultanpur,2020,Crimes Against SCs,391,NCRB
Unnao,2020,Crimes Against SCs,375,NCRB
Varanasi,2020,Crimes Against SCs,243,NCRB
Lucknow Grameen,2020,Crimes Against SCs,138,NCRB
Agra,2020,Crimes Against STs,0,NCRB
Aligarh,2020,Crimes Against STs,0,NCRB
Prayagraj,2020,Crimes Against STs,0,NCRB
Ambedkar Nagar,2020,Crimes Against STs,0,NCRB
Amethi,2020,Crimes Against STs,0,NCRB
Amroha,2020,Crimes Against STs,0,NCRB
Auraiya,2020,Crimes Against STs,0,NCRB
Azamgarh,2020,Crimes Against STs,3,NCRB
Badaun,2020,Crimes Against STs,0,NCRB
Baghpat,2020,Crimes Against STs,0,NCRB
Bahraich,2020,Crimes Against STs,0,NCRB
Ballia,2020,Crimes Against STs,0,NCRB
Balrampur,2020,Crimes Against STs,0,NCRB
Banda,2020,Crimes Against STs,0,NCRB
Barabanki,2020,Crimes Against STs,0,NCRB
Bareilly,2020,Crimes Against STs,0,NCRB
Basti,2020,Crimes Against STs,0,NCRB
Bijnor,2020,Crimes Against STs,0,NCRB
Bulandshahar,2020,Crimes Against STs,0,NCRB
Chandoli,2020,Crimes Against STs,0,NCRB
Chitrakoot,2020,Crimes Against STs,0,NCRB
Deoria,2020,Crimes Against STs,0,NCRB
Etah,2020,Crimes Against STs,0,NCRB
Etawah,2020,Crimes Against STs,0,NCRB
Ayodhya,2020,Crimes Against STs,0,NCRB
Fatehgarh,2020,Crimes Against STs,0,NCRB
Fatehpur,2020,Crimes Against STs,0,NCRB
Firozabad,2020,Crimes Against STs,0,NCRB
Gautambudh Nagar,2020,Crimes Against STs,0,NCRB
Ghaziabad,2020,Crimes Against STs,0,NCRB
Ghazipur,2020,Crimes Against STs,0,NCRB
Gonda,2020,Crimes Against STs,0,NCRB
Gorakhpur,2020,Crimes Against STs,0,NCRB
Hamirpur,2020,Crimes Against STs,0,NCRB
Hapur,2020,Crimes Against STs,0,NCRB
Hardoi,2020,Crimes Against STs,0,NCRB
Hathras,2020,Crimes Against STs,0,NCRB
Jalaun,2020,Crimes Against STs,0,NCRB
Jaunpur,2020,Crimes Against STs,0,NCRB
Jhansi,2020,Crimes Against STs,0,NCRB
Kannauj,2020,Crimes Against STs,0,NCRB
Kanpur Dehat,2020,Crimes Against STs,0,NCRB
Kanpur Nagar,2020,Crimes Against STs,0,NCRB
Kasganj,2020,Crimes Against STs,0,NCRB
Kaushambi,2020,Crimes Against STs,0,NCRB
Khiri,2020,Crimes Against STs,0,NCRB
Kushi Nagar,2020,Crimes Against STs,0,NCRB
Lalitpur,2020,Crimes Against STs,0,NCRB
Lucknow Commissionarate,2020,Crimes Against STs,0,NCRB
Maharajganj,2020,Crimes Against STs,0,NCRB
Mahoba,2020,Crimes Against STs,0,NCRB
Mainpuri,2020,Crimes Against STs,0,NCRB
Mathura,2020,Crimes Against STs,0,NCRB
Mau,2020,Crimes Against STs,0,NCRB
Meerut,2020,Crimes Against STs,0,NCRB
Mirzapur,2020,Crimes Against STs,0,NCRB
Moradabad,2020,Crimes Against STs,0,NCRB
Muzaffarnagar,2020,Crimes Against STs,0,NCRB
Pilibhit,2020,Crimes Against STs,0,NCRB
Pratapgarh,2020,Crimes Against STs,0,NCRB
Raibareilly,2020,Crimes Against STs,0,NCRB
Rampur,2020,Crimes Against STs,0,NCRB
Saharanpur,2020,Crimes Against STs,0,NCRB
Sambhal,2020,Crimes Against STs,0,NCRB
Sant Kabirnagar,2020,Crimes Against STs,0,NCRB
Shahjahanpur,2020,Crimes Against STs,0,NCRB
Shamli,2020,Crimes Against STs,0,NCRB
Shrawasti,2020,Crimes Against STs,0,NCRB
Sidharthnagar,2020,Crimes Against STs,0,NCRB
Sitapur,2020,Crimes Against STs,0,NCRB
Sonbhadra,2020,Crimes Against STs,0,NCRB
Bhadohi,2020,Crimes Against STs,0,NCRB
Sultanpur,2020,Crimes Against STs,0,NCRB
Unnao,2020,Crimes Against STs,0,NCRB
Varanasi,2020,Crimes Against STs,0,NCRB
Lucknow Grameen,2020,Crimes Against STs,0,NCRB
Agra,2020,Crimes Against Women,1017,NCRB
Aligarh,2020,Crimes Against Women,1600,NCRB
Prayagraj,2020,Crimes Against Women,1747,NCRB
Ambedkar Nagar,2020,Crimes Against Women,458,NCRB
Amethi,2020,Crimes Against Women,313,NCRB
